year,team,ishome,week,pts,ptsallowed
2014,TB,1,10,17,27
2014,ATL,0,10,27,17
2014,OAK,1,10,17,41
2014,DEN,0,10,41,17
2014,ARI,1,10,31,14
2014,STL,0,10,14,31
2014,SEA,1,10,38,17
2014,NYG,0,10,17,38
2014,GB,1,10,55,14
2014,CHI,0,10,14,55
2014,PHI,1,10,45,21
2014,CAR,0,10,21,45
2014,MIA,1,11,22,9
2014,BUF,0,11,9,22
2014,CAR,1,11,17,19
2014,ATL,0,11,19,17
2014,CHI,1,11,21,13
2014,MIN,0,11,13,21
2014,CLE,1,11,7,23
2014,HOU,0,11,23,7
2014,GB,1,11,53,20
2014,PHI,0,11,20,53
2014,KC,1,11,24,20
2014,SEA,0,11,20,24
2014,NO,1,11,10,27
2014,CIN,0,11,27,10
2014,NYG,1,11,10,16
2014,SF,0,11,16,10
2014,STL,1,11,22,7
2014,DEN,0,11,7,22
2014,WAS,1,11,7,27
2014,TB,0,11,27,7
2014,SD,1,11,13,6
2014,OAK,0,11,6,13
2014,ARI,1,11,14,6
2014,DET,0,11,6,14
2014,IND,1,11,20,42
2014,NE,0,11,42,20
2014,TEN,1,11,24,27
2014,PIT,0,11,27,24
2014,OAK,1,12,24,20
2014,KC,0,12,20,24
2014,ATL,1,12,24,26
2014,CLE,0,12,26,24
2014,BUF,1,12,38,3
2014,NYJ,0,12,3,38
2014,CHI,1,12,21,13
2014,TB,0,12,13,21
2014,HOU,1,12,13,22
2014,CIN,0,12,22,13
2014,IND,1,12,23,3
2014,JAC,0,12,3,23
2014,MIN,1,12,21,24
2014,GB,0,12,24,21
2014,NE,1,12,34,9
2014,DET,0,12,9,34
2014,PHI,1,12,43,24
2014,TEN,0,12,24,43
2014,SD,1,12,27,24
2014,STL,0,12,24,27
2014,SEA,1,12,19,3
2014,ARI,0,12,3,19
2014,DEN,1,12,39,36
2014,MIA,0,12,36,39
2014,SF,1,12,17,13
2014,WAS,0,12,13,17
2014,NYG,1,12,28,31
2014,DAL,0,12,31,28
2014,NO,1,12,27,34
2014,BAL,0,12,34,27
2014,DET,1,13,34,17
2014,CHI,0,13,17,34
2014,DAL,1,13,10,33
2014,PHI,0,13,33,10
2014,SF,1,13,3,19
2014,SEA,0,13,19,3
2014,BAL,1,13,33,34
2014,SD,0,13,34,33
2014,BUF,1,13,26,10
2014,CLE,0,13,10,26
2014,HOU,1,13,45,21
2014,TEN,0,13,21,45
2014,IND,1,13,49,27
2014,WAS,0,13,27,49
2014,JAC,1,13,25,24
2014,NYG,0,13,24,25
2014,MIN,1,13,31,13
2014,CAR,0,13,13,31
2014,PIT,1,13,32,35
2014,NO,0,13,35,32
2014,STL,1,13,52,0
2014,OAK,0,13,0,52
2014,TB,1,13,13,14
2014,CIN,0,13,14,13
2014,ATL,1,13,29,18
2014,ARI,0,13,18,29
2014,GB,1,13,26,21
2014,NE,0,13,21,26
2014,KC,1,13,16,29
2014,DEN,0,13,29,16
2014,NYJ,1,13,13,16
2014,MIA,0,13,16,13
2014,CHI,1,14,28,41
2014,DAL,0,14,41,28
2014,CIN,1,14,21,42
2014,PIT,0,14,42,21
2014,CLE,1,14,24,25
2014,IND,0,14,25,24
2014,DET,1,14,34,17
2014,TB,0,14,17,34
2014,JAC,1,14,13,27
2014,HOU,0,14,27,13
2014,MIA,1,14,13,28
2014,BAL,0,14,28,13
2014,MIN,1,14,30,24
2014,NYJ,0,14,24,30
2014,NO,1,14,10,41
2014,CAR,0,14,41,10
2014,TEN,1,14,7,36
2014,NYG,0,14,36,7
2014,WAS,1,14,0,24
2014,STL,0,14,24,0
2014,ARI,1,14,17,14
2014,KC,0,14,14,17
2014,DEN,1,14,24,17
2014,BUF,0,14,17,24
2014,OAK,1,14,24,13
2014,SF,0,14,13,24
2014,PHI,1,14,14,24
2014,SEA,0,14,24,14
2014,SD,1,14,14,23
2014,NE,0,14,23,14
2014,GB,1,14,43,37
2014,ATL,0,14,37,43
2014,STL,1,15,6,12
2014,ARI,0,15,12,6
2014,ATL,1,15,20,27
2014,PIT,0,15,27,20
2014,BAL,1,15,20,12
2014,JAC,0,15,12,20
2014,BUF,1,15,21,13
2014,GB,0,15,13,21
2014,CAR,1,15,19,17
2014,TB,0,15,17,19
2014,CLE,1,15,0,30
2014,CIN,0,15,30,0
2014,DET,1,15,16,14
2014,MIN,0,15,14,16
2014,IND,1,15,17,10
2014,HOU,0,15,10,17
2014,KC,1,15,31,13
2014,OAK,0,15,13,31
2014,NE,1,15,41,13
2014,MIA,0,15,13,41
2014,NYG,1,15,24,13
2014,WAS,0,15,13,24
2014,SD,1,15,10,22
2014,DEN,0,15,22,10
2014,TEN,1,15,11,16
2014,NYJ,0,15,16,11
2014,SEA,1,15,17,7
2014,SF,0,15,7,17
2014,PHI,1,15,27,38
2014,DAL,0,15,38,27
2014,CHI,1,15,15,31
2014,NO,0,15,31,15
2014,JAC,1,16,21,13
2014,TEN,0,16,13,21
2014,WAS,1,16,27,24
2014,PHI,0,16,24,27
2014,SF,1,16,35,38
2014,SD,0,16,38,35
2014,CAR,1,16,17,13
2014,CLE,0,16,13,17
2014,CHI,1,16,14,20
2014,DET,0,16,20,14
2014,HOU,1,16,25,13
2014,BAL,0,16,13,25
2014,MIA,1,16,37,35
2014,MIN,0,16,35,37
2014,NO,1,16,14,30
2014,ATL,0,16,30,14
2014,NYJ,1,16,16,17
2014,NE,0,16,17,16
2014,PIT,1,16,20,12
2014,KC,0,16,12,20
2014,TB,1,16,3,20
2014,GB,0,16,20,3
2014,STL,1,16,27,37
2014,NYG,0,16,37,27
2014,DAL,1,16,42,7
2014,IND,0,16,7,42
2014,OAK,1,16,26,24
2014,BUF,0,16,24,26
2014,ARI,1,16,6,35
2014,SEA,0,16,35,6
2014,CIN,1,16,37,28
2014,DEN,0,16,28,37
2014,ATL,1,17,3,34
2014,CAR,0,17,34,3
2014,BAL,1,17,20,10
2014,CLE,0,17,10,20
2014,GB,1,17,30,20
2014,DET,0,17,20,30
2014,HOU,1,17,23,17
2014,JAC,0,17,17,23
2014,KC,1,17,19,7
2014,SD,0,17,7,19
2014,MIA,1,17,24,37
2014,NYJ,0,17,37,24
2014,MIN,1,17,13,9
2014,CHI,0,17,9,13
2014,NE,1,17,9,17
2014,BUF,0,17,17,9
2014,NYG,1,17,26,34
2014,PHI,0,17,34,26
2014,PIT,1,17,27,17
2014,CIN,0,17,17,27
2014,TB,1,17,20,23
2014,NO,0,17,23,20
2014,TEN,1,17,10,27
2014,IND,0,17,27,10
2014,WAS,1,17,17,44
2014,DAL,0,17,44,17
2014,DEN,1,17,47,14
2014,OAK,0,17,14,47
2014,SF,1,17,20,17
2014,ARI,0,17,17,20
2014,SEA,1,17,20,6
2014,STL,0,17,6,20
2015,NE,1,1,28,21
2015,PIT,0,1,21,28
2015,CHI,1,1,23,31
2015,GB,0,1,31,23
2015,STL,1,1,34,31
2015,SEA,0,1,31,34
2015,JAC,1,1,9,20
2015,CAR,0,1,20,9
2015,WAS,1,1,10,17
2015,MIA,0,1,17,10
2015,BUF,1,1,27,14
2015,IND,0,1,14,27
2015,NYJ,1,1,31,10
2015,CLE,0,1,10,31
2015,HOU,1,1,20,27
2015,KC,0,1,27,20
2015,ARI,1,1,31,19
2015,NO,0,1,19,31
2015,SD,1,1,33,28
2015,DET,0,1,28,33
2015,DEN,1,1,19,13
2015,BAL,0,1,13,19
2015,OAK,1,1,13,33
2015,CIN,0,1,33,13
2015,TB,1,1,14,42
2015,TEN,0,1,42,14
2015,DAL,1,1,27,26
2015,NYG,0,1,26,27
2015,ATL,1,1,26,24
2015,PHI,0,1,24,26
2015,SF,1,1,20,3
2015,MIN,0,1,3,20
2015,KC,1,2,24,31
2015,DEN,0,2,31,24
2015,CAR,1,2,24,17
2015,HOU,0,2,17,24
2015,BUF,1,2,32,40
2015,NE,0,2,40,32
2015,CIN,1,2,24,19
2015,SD,0,2,19,24
2015,CLE,1,2,28,14
2015,TEN,0,2,14,28
2015,NYG,1,2,20,24
2015,ATL,0,2,24,20
2015,WAS,1,2,24,10
2015,STL,0,2,10,24
2015,CHI,1,2,23,48
2015,ARI,0,2,48,23
2015,MIN,1,2,26,16
2015,DET,0,2,16,26
2015,NO,1,2,19,26
2015,TB,0,2,26,19
2015,PIT,1,2,43,18
2015,SF,0,2,18,43
2015,OAK,1,2,37,33
2015,BAL,0,2,33,37
2015,JAC,1,2,23,20
2015,MIA,0,2,20,23
2015,PHI,1,2,10,20
2015,DAL,0,2,20,10
2015,GB,1,2,27,17
2015,SEA,0,2,17,27
2015,IND,1,2,7,20
2015,NYJ,0,2,20,7
2015,NYG,1,3,32,21
2015,WAS,0,3,21,32
2015,DAL,1,3,28,39
2015,ATL,0,3,39,28
2015,CAR,1,3,27,22
2015,NO,0,3,22,27
2015,NYJ,1,3,17,24
2015,PHI,0,3,24,17
2015,HOU,1,3,19,9
2015,TB,0,3,9,19
2015,MIN,1,3,31,14
2015,SD,0,3,14,31
2015,STL,1,3,6,12
2015,PIT,0,3,12,6
2015,NE,1,3,51,17
2015,JAC,0,3,17,51
2015,BAL,1,3,24,28
2015,CIN,0,3,28,24
2015,CLE,1,3,20,27
2015,OAK,0,3,27,20
2015,TEN,1,3,33,35
2015,IND,0,3,35,33
2015,ARI,1,3,47,7
2015,SF,0,3,7,47
2015,SEA,1,3,26,0
2015,CHI,0,3,0,26
2015,MIA,1,3,14,41
2015,BUF,0,3,41,14
2015,DET,1,3,12,24
2015,DEN,0,3,24,12
2015,GB,1,3,38,28
2015,KC,0,3,28,38
2015,PIT,1,4,20,23
2015,BAL,0,4,23,20
2015,MIA,1,4,14,27
2015,NYJ,0,4,27,14
2015,CHI,1,4,22,20
2015,OAK,0,4,20,22
2015,ATL,1,4,48,21
2015,HOU,0,4,21,48
2015,CIN,1,4,36,21
2015,KC,0,4,21,36
2015,IND,1,4,16,13
2015,JAC,0,4,13,16
2015,WAS,1,4,23,20
2015,PHI,0,4,20,23
2015,TB,1,4,23,37
2015,CAR,0,4,37,23
2015,BUF,1,4,10,24
2015,NYG,0,4,24,10
2015,SD,1,4,30,27
2015,CLE,0,4,27,30
2015,SF,1,4,3,17
2015,GB,0,4,17,3
2015,ARI,1,4,22,24
2015,STL,0,4,24,22
2015,DEN,1,4,23,20
2015,MIN,0,4,20,23
2015,NO,1,4,26,20
2015,DAL,0,4,20,26
2015,SEA,1,4,13,10
2015,DET,0,4,10,13
2015,HOU,1,5,20,27
2015,IND,0,5,27,20
2015,PHI,1,5,39,17
2015,NO,0,5,17,39
2015,KC,1,5,17,18
2015,CHI,0,5,18,17
2015,CIN,1,5,27,24
2015,SEA,0,5,24,27
2015,ATL,1,5,25,19
2015,WAS,0,5,19,25
2015,TB,1,5,38,31
2015,JAC,0,5,31,38
2015,BAL,1,5,30,33
2015,CLE,0,5,33,30
2015,TEN,1,5,13,14
2015,BUF,0,5,14,13
2015,GB,1,5,24,10
2015,STL,0,5,10,24
2015,DET,1,5,17,42
2015,ARI,0,5,42,17
2015,DAL,1,5,6,30
2015,NE,0,5,30,6
2015,OAK,1,5,10,16
2015,DEN,0,5,16,10
2015,NYG,1,5,30,27
2015,SF,0,5,27,30
2015,SD,1,5,20,24
2015,PIT,0,5,24,20
2015,NO,1,6,31,21
2015,ATL,0,6,21,31
2015,DET,1,6,37,34
2015,CHI,0,6,34,37
2015,NYJ,1,6,34,20
2015,WAS,0,6,20,34
2015,PIT,1,6,25,13
2015,ARI,0,6,13,25
2015,MIN,1,6,16,10
2015,KC,0,6,10,16
2015,BUF,1,6,21,34
2015,CIN,0,6,34,21
2015,CLE,1,6,23,26
2015,DEN,0,6,26,23
2015,TEN,1,6,10,38
2015,MIA,0,6,38,10
2015,JAC,1,6,20,31
2015,HOU,0,6,31,20
2015,SEA,1,6,23,27
2015,CAR,0,6,27,23
2015,GB,1,6,27,20
2015,SD,0,6,20,27
2015,SF,1,6,25,20
2015,BAL,0,6,20,25
2015,IND,1,6,27,34
2015,NE,0,6,34,27
2015,PHI,1,6,27,7
2015,NYG,0,6,7,27
2015,SF,1,7,3,20
2015,SEA,0,7,20,3
2015,JAC,1,7,34,31
2015,BUF,0,7,31,34
2015,STL,1,7,24,6
2015,CLE,0,7,6,24
2015,MIA,1,7,44,26
2015,HOU,0,7,26,44
2015,NE,1,7,30,23
2015,NYJ,0,7,23,30
2015,KC,1,7,23,13
2015,PIT,0,7,13,23
2015,WAS,1,7,31,30
2015,TB,0,7,30,31
2015,DET,1,7,19,28
2015,MIN,0,7,28,19
2015,IND,1,7,21,27
2015,NO,0,7,27,21
2015,TEN,1,7,7,10
2015,ATL,0,7,10,7
2015,SD,1,7,29,37
2015,OAK,0,7,37,29
2015,NYG,1,7,27,20
2015,DAL,0,7,20,27
2015,CAR,1,7,27,16
2015,PHI,0,7,16,27
2015,ARI,1,7,26,18
2015,BAL,0,7,18,26
2015,NE,1,8,36,7
2015,MIA,0,8,7,36
2015,KC,1,8,45,10
2015,DET,0,8,10,45
2015,BAL,1,8,29,26
2015,SD,0,8,26,29
2015,PIT,1,8,10,16
2015,CIN,0,8,16,10
2015,HOU,1,8,20,6
2015,TEN,0,8,6,20
2015,CHI,1,8,20,23
2015,MIN,0,8,23,20
2015,ATL,1,8,20,23
2015,TB,0,8,23,20
2015,NO,1,8,52,49
2015,NYG,0,8,49,52
2015,STL,1,8,27,6
2015,SF,0,8,6,27
2015,CLE,1,8,20,34
2015,ARI,0,8,34,20
2015,OAK,1,8,34,20
2015,NYJ,0,8,20,34
2015,DAL,1,8,12,13
2015,SEA,0,8,13,12
2015,DEN,1,8,29,10
2015,GB,0,8,10,29
2015,CAR,1,8,29,26
2015,IND,0,8,26,29
2015,CIN,1,9,31,10
2015,CLE,0,9,10,31
2015,MIN,1,9,21,18
2015,STL,0,9,18,21
2015,CAR,1,9,37,29
2015,GB,0,9,29,37
2015,NE,1,9,27,10
2015,WAS,0,9,10,27
2015,NO,1,9,28,34
2015,TEN,0,9,34,28
2015,BUF,1,9,33,17
2015,MIA,0,9,17,33
2015,NYJ,1,9,28,23
2015,JAC,0,9,23,28
2015,PIT,1,9,38,35
2015,OAK,0,9,35,38
2015,TB,1,9,18,32
2015,NYG,0,9,32,18
2015,SF,1,9,17,16
2015,ATL,0,9,16,17
2015,IND,1,9,27,24
2015,DEN,0,9,24,27
2015,DAL,1,9,27,33
2015,PHI,0,9,33,27
2015,SD,1,9,19,22
2015,CHI,0,9,22,19
2015,NYJ,1,10,17,22
2015,BUF,0,10,22,17
2015,WAS,1,10,47,14
2015,NO,0,10,14,47
2015,GB,1,10,16,18
2015,DET,0,10,18,16
2015,TB,1,10,10,6
2015,DAL,0,10,6,10
2015,TEN,1,10,10,27
2015,CAR,0,10,27,10
2015,STL,1,10,13,37
2015,CHI,0,10,37,13
2015,PHI,1,10,19,20
2015,MIA,0,10,20,19
2015,BAL,1,10,20,22
2015,JAC,0,10,22,20
2015,PIT,1,10,30,9
2015,CLE,0,10,9,30
2015,OAK,1,10,14,30
2015,MIN,0,10,30,14
2015,NYG,1,10,26,27
2015,NE,0,10,27,26
2015,DEN,1,10,13,29
2015,KC,0,10,29,13
2015,SEA,1,10,32,39
2015,ARI,0,10,39,32
2015,CIN,1,10,6,10
2015,HOU,0,10,10,6
2015,JAC,1,11,19,13
2015,TEN,0,11,13,19
2015,CHI,1,11,15,17
2015,DEN,0,11,17,15
2015,DET,1,11,18,13
2015,OAK,0,11,13,18
2015,ATL,1,11,21,24
2015,IND,0,11,24,21
2015,HOU,1,11,24,17
2015,NYJ,0,11,17,24
2015,PHI,1,11,17,45
2015,TB,0,11,45,17
2015,MIN,1,11,13,30
2015,GB,0,11,30,13
2015,CAR,1,11,44,16
2015,WAS,0,11,16,44
2015,MIA,1,11,14,24
2015,DAL,0,11,24,14
2015,BAL,1,11,16,13
2015,STL,0,11,13,16
2015,ARI,1,11,34,31
2015,CIN,0,11,31,34
2015,SEA,1,11,29,13
2015,SF,0,11,13,29
2015,SD,1,11,3,33
2015,KC,0,11,33,3
2015,NE,1,11,20,13
2015,BUF,0,11,13,20
2015,DET,1,12,45,14
2015,PHI,0,12,14,45
2015,DAL,1,12,14,33
2015,CAR,0,12,33,14
2015,GB,1,12,13,17
2015,CHI,0,12,17,13
2015,WAS,1,12,20,14
2015,NYG,0,12,14,20
2015,ATL,1,12,10,20
2015,MIN,0,12,20,10
2015,CIN,1,12,31,7
2015,STL,0,12,7,31
2015,HOU,1,12,24,6
2015,NO,0,12,6,24
2015,IND,1,12,25,12
2015,TB,0,12,12,25
2015,NYJ,1,12,38,20
2015,MIA,0,12,20,38
2015,JAC,1,12,25,31
2015,SD,0,12,31,25
2015,TEN,1,12,21,24
2015,OAK,0,12,24,21
2015,KC,1,12,30,22
2015,BUF,0,12,22,30
2015,SF,1,12,13,19
2015,ARI,0,12,19,13
2015,SEA,1,12,39,30
2015,PIT,0,12,30,39
2015,DEN,1,12,30,24
2015,NE,0,12,24,30
2015,CLE,1,12,27,33
2015,BAL,0,12,33,27
2015,DET,1,13,23,27
2015,GB,0,13,27,23
2015,NYG,1,13,20,23
2015,NYJ,0,13,23,20
2015,BUF,1,13,30,21
2015,HOU,0,13,21,30
2015,MIA,1,13,15,13
2015,BAL,0,13,13,15
2015,CLE,1,13,3,37
2015,CIN,0,13,37,3
2015,TEN,1,13,42,39
2015,JAC,0,13,39,42
2015,CHI,1,13,20,26
2015,SF,0,13,26,20
2015,MIN,1,13,7,38
2015,SEA,0,13,38,7
2015,NO,1,13,38,41
2015,CAR,0,13,41,38
2015,TB,1,13,23,19
2015,ATL,0,13,19,23
2015,STL,1,13,3,27
2015,ARI,0,13,27,3
2015,OAK,1,13,20,34
2015,KC,0,13,34,20
2015,SD,1,13,3,17
2015,DEN,0,13,17,3
2015,NE,1,13,28,35
2015,PHI,0,13,35,28
2015,PIT,1,13,45,10
2015,IND,0,13,10,45
2015,WAS,1,13,16,19
2015,DAL,0,13,19,16
2015,ARI,1,14,23,20
2015,MIN,0,14,20,23
2015,PHI,1,14,23,20
2015,BUF,0,14,20,23
2015,NYJ,1,14,30,8
2015,TEN,0,14,8,30
2015,CIN,1,14,20,33
2015,PIT,0,14,33,20
2015,HOU,1,14,6,27
2015,NE,0,14,27,6
2015,JAC,1,14,51,16
2015,IND,0,14,16,51
2015,KC,1,14,10,3
2015,SD,0,14,3,10
2015,CHI,1,14,21,24
2015,WAS,0,14,24,21
2015,CAR,1,14,38,0
2015,ATL,0,14,0,38
2015,TB,1,14,17,24
2015,NO,0,14,24,17
2015,STL,1,14,21,14
2015,DET,0,14,14,21
2015,CLE,1,14,24,10
2015,SF,0,14,10,24
2015,DEN,1,14,12,15
2015,OAK,0,14,15,12
2015,GB,1,14,28,7
2015,DAL,0,14,7,28
2015,BAL,1,14,6,35
2015,SEA,0,14,35,6
2015,MIA,1,14,24,31
2015,NYG,0,14,31,24
