year,team,ishome,week,pts,ptsallowed
2010,BAL,1,15,30,24
2010,NO,0,15,24,30
2010,SEA,1,15,18,34
2010,ATL,0,15,34,18
2010,PIT,1,15,17,22
2010,NYJ,0,15,22,17
2010,OAK,1,15,39,23
2010,DEN,0,15,23,39
2010,NE,1,15,31,27
2010,GB,0,15,27,31
2010,MIN,1,15,14,40
2010,CHI,0,15,40,14
2010,PIT,1,16,27,3
2010,CAR,0,16,3,27
2010,ARI,1,16,27,26
2010,DAL,0,16,26,27
2010,CHI,1,16,38,34
2010,NYJ,0,16,34,38
2010,BUF,1,16,3,34
2010,NE,0,16,34,3
2010,CLE,1,16,10,20
2010,BAL,0,16,20,10
2010,KC,1,16,34,14
2010,TEN,0,16,14,34
2010,TB,1,16,38,15
2010,SEA,0,16,15,38
2010,STL,1,16,25,17
2010,SF,0,16,17,25
2010,MIA,1,16,27,34
2010,DET,0,16,34,27
2010,JAC,1,16,17,20
2010,WAS,0,16,20,17
2010,DEN,1,16,24,23
2010,HOU,0,16,23,24
2010,OAK,1,16,26,31
2010,IND,0,16,31,26
2010,GB,1,16,45,17
2010,NYG,0,16,17,45
2010,CIN,1,16,34,20
2010,SD,0,16,20,34
2010,ATL,1,16,14,17
2010,NO,0,16,17,14
2010,PHI,1,16,14,24
2010,MIN,0,16,24,14
2010,NE,1,17,38,7
2010,MIA,0,17,7,38
2010,NYJ,1,17,38,7
2010,BUF,0,17,7,38
2010,BAL,1,17,13,7
2010,CIN,0,17,7,13
2010,CLE,1,17,9,41
2010,PIT,0,17,41,9
2010,HOU,1,17,34,17
2010,JAC,0,17,17,34
2010,IND,1,17,23,20
2010,TEN,0,17,20,23
2010,KC,1,17,10,31
2010,OAK,0,17,31,10
2010,PHI,1,17,13,14
2010,DAL,0,17,14,13
2010,WAS,1,17,14,17
2010,NYG,0,17,17,14
2010,DET,1,17,20,13
2010,MIN,0,17,13,20
2010,GB,1,17,10,3
2010,CHI,0,17,3,10
2010,ATL,1,17,31,10
2010,CAR,0,17,10,31
2010,NO,1,17,13,23
2010,TB,0,17,23,13
2010,DEN,1,17,28,33
2010,SD,0,17,33,28
2010,SF,1,17,38,7
2010,ARI,0,17,7,38
2010,SEA,1,17,16,6
2010,STL,0,17,6,16
2011,GB,1,1,42,34
2011,NO,0,1,34,42
2011,BAL,1,1,35,7
2011,PIT,0,1,7,35
2011,CLE,1,1,17,27
2011,CIN,0,1,27,17
2011,HOU,1,1,34,7
2011,IND,0,1,7,34
2011,JAC,1,1,16,14
2011,TEN,0,1,14,16
2011,KC,1,1,7,41
2011,BUF,0,1,41,7
2011,CHI,1,1,30,12
2011,ATL,0,1,12,30
2011,TB,1,1,20,27
2011,DET,0,1,27,20
2011,STL,1,1,13,31
2011,PHI,0,1,31,13
2011,WAS,1,1,28,14
2011,NYG,0,1,14,28
2011,ARI,1,1,28,21
2011,CAR,0,1,21,28
2011,SF,1,1,33,17
2011,SEA,0,1,17,33
2011,SD,1,1,24,17
2011,MIN,0,1,17,24
2011,NYJ,1,1,27,24
2011,DAL,0,1,24,27
2011,MIA,1,1,24,38
2011,NE,0,1,38,24
2011,DEN,1,1,20,23
2011,OAK,0,1,23,20
2011,DET,1,2,48,3
2011,KC,0,2,3,48
2011,BUF,1,2,38,35
2011,OAK,0,2,35,38
2011,TEN,1,2,26,13
2011,BAL,0,2,13,26
2011,NYJ,1,2,32,3
2011,JAC,0,2,3,32
2011,IND,1,2,19,27
2011,CLE,0,2,27,19
2011,WAS,1,2,22,21
2011,ARI,0,2,21,22
2011,MIN,1,2,20,24
2011,TB,0,2,24,20
2011,CAR,1,2,23,30
2011,GB,0,2,30,23
2011,NO,1,2,30,13
2011,CHI,0,2,13,30
2011,PIT,1,2,24,0
2011,SEA,0,2,0,24
2011,SF,1,2,24,27
2011,DAL,0,2,27,24
2011,NE,1,2,35,21
2011,SD,0,2,21,35
2011,DEN,1,2,24,22
2011,CIN,0,2,22,24
2011,MIA,1,2,13,23
2011,HOU,0,2,23,13
2011,ATL,1,2,35,31
2011,PHI,0,2,31,35
2011,NYG,1,2,28,16
2011,STL,0,2,16,28
2011,CAR,1,3,16,10
2011,JAC,0,3,10,16
2011,NO,1,3,40,33
2011,HOU,0,3,33,40
2011,BUF,1,3,34,31
2011,NE,0,3,31,34
2011,CLE,1,3,17,16
2011,MIA,0,3,16,17
2011,TEN,1,3,17,14
2011,DEN,0,3,14,17
2011,PHI,1,3,16,29
2011,NYG,0,3,29,16
2011,MIN,1,3,23,26
2011,DET,0,3,26,23
2011,CIN,1,3,8,13
2011,SF,0,3,13,8
2011,OAK,1,3,34,24
2011,NYJ,0,3,24,34
2011,SD,1,3,20,17
2011,KC,0,3,17,20
2011,STL,1,3,7,37
2011,BAL,0,3,37,7
2011,CHI,1,3,17,27
2011,GB,0,3,27,17
2011,SEA,1,3,13,10
2011,ARI,0,3,10,13
2011,TB,1,3,16,13
2011,ATL,0,3,13,16
2011,IND,1,3,20,23
2011,PIT,0,3,23,20
2011,DAL,1,3,18,16
2011,WAS,0,3,16,18
2011,CIN,1,4,23,20
2011,BUF,0,4,20,23
2011,CLE,1,4,13,31
2011,TEN,0,4,31,13
2011,HOU,1,4,17,10
2011,PIT,0,4,10,17
2011,DAL,1,4,30,34
2011,DET,0,4,34,30
2011,PHI,1,4,23,24
2011,SF,0,4,24,23
2011,CHI,1,4,34,29
2011,CAR,0,4,29,34
2011,STL,1,4,10,17
2011,WAS,0,4,17,10
2011,JAC,1,4,10,23
2011,NO,0,4,23,10
2011,KC,1,4,22,17
2011,MIN,0,4,17,22
2011,ARI,1,4,27,31
2011,NYG,0,4,31,27
2011,SEA,1,4,28,30
2011,ATL,0,4,30,28
2011,GB,1,4,49,23
2011,DEN,0,4,23,49
2011,OAK,1,4,19,31
2011,NE,0,4,31,19
2011,SD,1,4,26,16
2011,MIA,0,4,16,26
2011,BAL,1,4,34,17
2011,NYJ,0,4,17,34
2011,TB,1,4,24,17
2011,IND,0,4,17,24
2011,PIT,1,5,38,17
2011,TEN,0,5,17,38
2011,HOU,1,5,20,25
2011,OAK,0,5,25,20
2011,IND,1,5,24,28
2011,KC,0,5,28,24
2011,JAC,1,5,20,30
2011,CIN,0,5,30,20
2011,NYG,1,5,25,36
2011,SEA,0,5,36,25
2011,MIN,1,5,34,10
2011,ARI,0,5,10,34
2011,CAR,1,5,27,30
2011,NO,0,5,30,27
2011,BUF,1,5,31,24
2011,PHI,0,5,24,31
2011,SF,1,5,48,3
2011,TB,0,5,3,48
2011,NE,1,5,30,21
2011,NYJ,0,5,21,30
2011,DEN,1,5,24,29
2011,SD,0,5,29,24
2011,ATL,1,5,14,25
2011,GB,0,5,25,14
2011,DET,1,5,24,13
2011,CHI,0,5,13,24
2011,NYG,1,6,27,24
2011,BUF,0,6,24,27
2011,CIN,1,6,27,17
2011,IND,0,6,17,27
2011,PIT,1,6,17,13
2011,JAC,0,6,13,17
2011,WAS,1,6,13,20
2011,PHI,0,6,20,13
2011,DET,1,6,19,25
2011,SF,0,6,25,19
2011,GB,1,6,24,3
2011,STL,0,6,3,24
2011,ATL,1,6,31,17
2011,CAR,0,6,17,31
2011,OAK,1,6,24,17
2011,CLE,0,6,17,24
2011,BAL,1,6,29,14
2011,HOU,0,6,14,29
2011,TB,1,6,26,20
2011,NO,0,6,20,26
2011,NE,1,6,20,16
2011,DAL,0,6,16,20
2011,CHI,1,6,39,10
2011,MIN,0,6,10,39
2011,NYJ,1,6,24,6
2011,MIA,0,6,6,24
2011,MIA,1,7,15,18
2011,DEN,0,7,18,15
2011,NYJ,1,7,27,21
2011,SD,0,7,21,27
2011,TEN,1,7,7,41
2011,HOU,0,7,41,7
2011,DET,1,7,16,23
2011,ATL,0,7,23,16
2011,CAR,1,7,33,20
2011,WAS,0,7,20,33
2011,TB,1,7,18,24
2011,CHI,0,7,24,18
2011,CLE,1,7,6,3
2011,SEA,0,7,3,6
2011,ARI,1,7,20,32
2011,PIT,0,7,32,20
2011,OAK,1,7,0,28
2011,KC,0,7,28,0
2011,MIN,1,7,27,33
2011,GB,0,7,33,27
2011,DAL,1,7,34,7
2011,STL,0,7,7,34
2011,NO,1,7,62,7
2011,IND,0,7,7,62
2011,JAC,1,7,12,7
2011,BAL,0,7,7,12
2011,NYG,1,8,20,17
2011,MIA,0,8,17,20
2011,HOU,1,8,24,14
2011,JAC,0,8,14,24
2011,TEN,1,8,27,10
2011,IND,0,8,10,27
2011,CAR,1,8,21,24
2011,MIN,0,8,24,21
2011,STL,1,8,31,21
2011,NO,0,8,21,31
2011,BAL,1,8,30,27
2011,ARI,0,8,27,30
2011,DEN,1,8,10,45
2011,DET,0,8,45,10
2011,BUF,1,8,23,0
2011,WAS,0,8,0,23
2011,PIT,1,8,25,17
2011,NE,0,8,17,25
2011,SF,1,8,20,10
2011,CLE,0,8,10,20
2011,SEA,1,8,12,34
2011,CIN,0,8,34,12
2011,PHI,1,8,34,7
2011,DAL,0,8,7,34
2011,KC,1,8,23,20
2011,SD,0,8,20,23
2011,BUF,1,9,11,27
2011,NYJ,0,9,27,11
2011,HOU,1,9,30,12
2011,CLE,0,9,12,30
2011,KC,1,9,3,31
2011,MIA,0,9,31,3
2011,DAL,1,9,23,13
2011,SEA,0,9,13,23
2011,WAS,1,9,11,19
2011,SF,0,9,19,11
2011,NO,1,9,27,16
2011,TB,0,9,16,27
2011,IND,1,9,7,31
2011,ATL,0,9,31,7
2011,OAK,1,9,24,38
2011,DEN,0,9,38,24
2011,TEN,1,9,17,24
2011,CIN,0,9,24,17
2011,NE,1,9,20,24
2011,NYG,0,9,24,20
2011,SD,1,9,38,45
2011,GB,0,9,45,38
2011,ARI,1,9,19,13
2011,STL,0,9,13,19
2011,PIT,1,9,20,23
2011,BAL,0,9,23,20
2011,PHI,1,9,24,30
2011,CHI,0,9,30,24
2011,SD,1,10,17,24
2011,OAK,0,10,24,17
2011,DAL,1,10,44,7
2011,BUF,0,10,7,44
2011,CAR,1,10,3,30
2011,TEN,0,10,30,3
2011,TB,1,10,9,37
2011,HOU,0,10,37,9
2011,CIN,1,10,17,24
2011,PIT,0,10,24,17
2011,IND,1,10,3,17
2011,JAC,0,10,17,3
2011,KC,1,10,10,17
2011,DEN,0,10,17,10
2011,PHI,1,10,17,21
2011,ARI,0,10,21,17
2011,CHI,1,10,37,13
2011,DET,0,10,13,37
2011,ATL,1,10,23,26
2011,NO,0,10,26,23
2011,MIA,1,10,20,9
2011,WAS,0,10,9,20
2011,CLE,1,10,12,13
2011,STL,0,10,13,12
2011,SEA,1,10,22,17
2011,BAL,0,10,17,22
2011,SF,1,10,27,20
2011,NYG,0,10,20,27
2011,NYJ,1,10,16,37
2011,NE,0,10,37,16
2011,GB,1,10,45,7
2011,MIN,0,10,7,45
2011,DEN,1,11,17,13
2011,NYJ,0,11,13,17
2011,MIN,1,11,21,27
2011,OAK,0,11,27,21
2011,ATL,1,11,23,17
2011,TEN,0,11,17,23
2011,MIA,1,11,35,8
2011,BUF,0,11,8,35
2011,CLE,1,11,14,10
2011,JAC,0,11,10,14
2011,BAL,1,11,31,24
2011,CIN,0,11,24,31
2011,WAS,1,11,24,27
2011,DAL,0,11,27,24
2011,DET,1,11,49,35
2011,CAR,0,11,35,49
2011,GB,1,11,35,26
2011,TB,0,11,26,35
2011,SF,1,11,23,7
2011,ARI,0,11,7,23
2011,STL,1,11,7,24
2011,SEA,0,11,24,7
2011,CHI,1,11,31,20
2011,SD,0,11,20,31
2011,NYG,1,11,10,17
2011,PHI,0,11,17,10
2011,NE,1,11,34,3
2011,KC,0,11,3,34
2011,DET,1,12,15,27
2011,GB,0,12,27,15
2011,DAL,1,12,20,19
2011,MIA,0,12,19,20
2011,BAL,1,12,16,6
2011,SF,0,12,6,16
2011,NYJ,1,12,28,24
2011,BUF,0,12,24,28
2011,CIN,1,12,23,20
2011,CLE,0,12,20,23
2011,JAC,1,12,13,20
2011,HOU,0,12,20,13
2011,ATL,1,12,24,14
2011,MIN,0,12,14,24
2011,STL,1,12,20,23
2011,ARI,0,12,23,20
2011,IND,1,12,19,27
2011,CAR,0,12,27,19
2011,TEN,1,12,23,17
2011,TB,0,12,17,23
2011,SEA,1,12,17,23
2011,WAS,0,12,23,17
2011,OAK,1,12,25,20
2011,CHI,0,12,20,25
2011,PHI,1,12,20,38
2011,NE,0,12,38,20
2011,SD,1,12,13,16
2011,DEN,0,12,16,13
2011,KC,1,12,9,13
2011,PIT,0,12,13,9
2011,NO,1,12,49,24
2011,NYG,0,12,24,49
2011,SEA,1,13,31,14
2011,PHI,0,13,14,31
2011,WAS,1,13,19,34
2011,NYJ,0,13,34,19
2011,CHI,1,13,3,10
2011,KC,0,13,10,3
2011,BUF,1,13,17,23
2011,TEN,0,13,23,17
2011,MIA,1,13,34,14
2011,OAK,0,13,14,34
2011,CLE,1,13,10,24
2011,BAL,0,13,24,10
2011,PIT,1,13,35,7
2011,CIN,0,13,7,35
2011,NO,1,13,31,17
2011,DET,0,13,17,31
2011,TB,1,13,19,38
2011,CAR,0,13,38,19
2011,HOU,1,13,17,10
2011,ATL,0,13,10,17
2011,MIN,1,13,32,35
2011,DEN,0,13,35,32
2011,NYG,1,13,35,38
2011,GB,0,13,38,35
2011,ARI,1,13,19,13
2011,DAL,0,13,13,19
2011,SF,1,13,26,0
2011,STL,0,13,0,26
2011,NE,1,13,31,24
2011,IND,0,13,24,31
2011,JAC,1,13,14,38
2011,SD,0,13,38,14
2011,PIT,1,14,14,3
2011,CLE,0,14,3,14
2011,WAS,1,14,27,34
2011,NE,0,14,34,27
2011,GB,1,14,46,16
2011,OAK,0,14,16,46
2011,NYJ,1,14,37,10
2011,KC,0,14,10,37
2011,CIN,1,14,19,20
2011,HOU,0,14,20,19
2011,BAL,1,14,24,10
2011,IND,0,14,10,24
2011,DET,1,14,34,28
2011,MIN,0,14,28,34
2011,CAR,1,14,23,31
2011,ATL,0,14,31,23
2011,MIA,1,14,10,26
2011,PHI,0,14,26,10
2011,JAC,1,14,41,14
2011,TB,0,14,14,41
2011,TEN,1,14,17,22
2011,NO,0,14,22,17
2011,ARI,1,14,21,19
2011,SF,0,14,19,21
2011,DEN,1,14,13,10
2011,CHI,0,14,10,13
2011,SD,1,14,37,10
2011,BUF,0,14,10,37
2011,DAL,1,14,34,37
2011,NYG,0,14,37,34
2011,SEA,1,14,30,13
2011,STL,0,14,13,30
2011,ATL,1,15,41,14
2011,JAC,0,15,14,41
2011,TB,1,15,15,31
2011,DAL,0,15,31,15
2011,STL,1,15,13,20
2011,CIN,0,15,20,13
2011,BUF,1,15,23,30
2011,MIA,0,15,30,23
2011,IND,1,15,27,13
2011,TEN,0,15,13,27
2011,NYG,1,15,10,23
2011,WAS,0,15,23,10
2011,CHI,1,15,14,38
2011,SEA,0,15,38,14
2011,MIN,1,15,20,42
2011,NO,0,15,42,20
2011,HOU,1,15,13,28
2011,CAR,0,15,28,13
2011,KC,1,15,19,14
2011,GB,0,15,14,19
2011,OAK,1,15,27,28
2011,DET,0,15,28,27
2011,PHI,1,15,45,19
2011,NYJ,0,15,19,45
2011,ARI,1,15,20,17
2011,CLE,0,15,17,20
2011,DEN,1,15,23,41
2011,NE,0,15,41,23
2011,SD,1,15,34,14
2011,BAL,0,15,14,34
2011,SF,1,15,20,3
2011,PIT,0,15,3,20
2011,IND,1,16,19,16
2011,HOU,0,16,16,19
2011,BUF,1,16,40,14
2011,DEN,0,16,14,40
2011,NE,1,16,27,24
2011,MIA,0,16,24,27
2011,BAL,1,16,20,14
2011,CLE,0,16,14,20
2011,TEN,1,16,23,17
2011,JAC,0,16,17,23
2011,KC,1,16,13,16
2011,OAK,0,16,16,13
2011,NYJ,1,16,14,29
2011,NYG,0,16,29,14
2011,WAS,1,16,26,33
2011,MIN,0,16,33,26
2011,CAR,1,16,48,16
2011,TB,0,16,16,48
2011,CIN,1,16,23,16
2011,ARI,0,16,16,23
2011,PIT,1,16,27,0
2011,STL,0,16,0,27
2011,DET,1,16,38,10
2011,SD,0,16,10,38
2011,DAL,1,16,7,20
2011,PHI,0,16,20,7
2011,SEA,1,16,17,19
2011,SF,0,16,19,17
2011,GB,1,16,35,21
2011,CHI,0,16,21,35
2011,NO,1,16,45,16
2011,ATL,0,16,16,45
2011,MIA,1,17,19,17
2011,NYJ,0,17,17,19
2011,NE,1,17,49,21
2011,BUF,0,17,21,49
2011,CIN,1,17,16,24
2011,BAL,0,17,24,16
2011,CLE,1,17,9,13
2011,PIT,0,17,13,9
2011,HOU,1,17,22,23
2011,TEN,0,17,23,22
2011,JAC,1,17,19,13
2011,IND,0,17,13,19
2011,NYG,1,17,31,14
2011,DAL,0,17,14,31
2011,PHI,1,17,34,10
2011,WAS,0,17,10,34
2011,GB,1,17,45,41
2011,DET,0,17,41,45
2011,MIN,1,17,13,17
2011,CHI,0,17,17,13
2011,ATL,1,17,45,24
2011,TB,0,17,24,45
2011,NO,1,17,45,17
2011,CAR,0,17,17,45
2011,STL,1,17,27,34
2011,SF,0,17,34,27
2011,DEN,1,17,3,7
2011,KC,0,17,7,3
2011,OAK,1,17,26,38
2011,SD,0,17,38,26
2011,ARI,1,17,23,20
2011,SEA,0,17,20,23
